Employee ID,Basic Salary,Bonus,HRA,TA,TDS,PPF,Gross Salary,Net Salary
1,44896,6349,8979.2,6621,6684.52,5387.52,66845.2,54773.15999999999
2,79922,11434,15984.4,6991,11433.14,9590.64,114331.4,93307.62
3,52957,17752,10591.4,7902,8920.24,6354.84,89202.4,73927.31999999999
4,70268,18814,14053.6,7190,11032.56,8432.16,110325.6,90860.88
5,79708,14962,15941.6,2618,11322.96,9564.96,113229.6,92341.68000000002
6,67207,5501,13441.4,3351,8950.039999999999,8064.84,89500.4,72485.52
7,42291,16509,8458.2,7187,7444.52,5074.92,74445.2,61925.759999999995
8,40220,8136,8044.0,4362,6076.200000000001,4826.4,60762.0,49859.4
9,44529,17631,8905.800000000001,4955,7602.080000000001,5343.48,76020.8,63075.240000000005
10,77277,19626,15455.4,7023,11938.14,9273.24,119381.4,98170.01999999999
11,68554,8947,13710.8,2652,9386.38,8226.48,93863.8,76250.94
12,77482,8395,15496.4,6978,10835.14,9297.84,108351.4,88218.42
13,46899,5669,9379.8,7956,6990.380000000001,5627.88,69903.8,57285.54
14,30277,5907,6055.400000000001,3827,4606.64,3633.24,46066.4,37826.520000000004
15,69301,18600,13860.2,4996,10675.72,8316.119999999999,106757.2,87765.36
16,39331,17850,7866.200000000001,6619,7166.62,4719.72,71666.2,59779.85999999999
17,69131,18531,13826.2,6654,10814.22,8295.72,108142.2,89032.26
18,69519,10764,13903.8,7019,10120.580000000002,8342.279999999999,101205.8,82742.94
19,38498,13818,7699.6,2603,6261.860000000001,4619.76,62618.6,51736.979999999996
20,58266,5531,11653.2,4554,8000.42,6991.92,80004.2,65011.86
21,49681,9780,9936.2,2158,7155.52,5961.719999999999,71555.2,58437.95999999999
22,48944,17226,9788.8,5813,8177.18,5873.28,81771.8,67721.34
23,58385,19592,11677.0,5685,9533.9,7006.2,95339.0,78798.90000000001
24,54790,16739,10958.0,6801,8928.800000000001,6574.8,89288.0,73784.4
25,64190,11442,12838.0,2275,9074.5,7702.799999999999,90745.0,73967.7
26,58684,14895,11736.8,7031,9234.68,7042.08,92346.8,76070.04
27,64921,8611,12984.2,4516,9103.22,7790.519999999999,91032.2,74138.45999999999
28,67256,11116,13451.2,3420,9524.32,8070.719999999999,95243.2,77648.16
29,71794,8222,14358.8,7911,10228.580000000002,8615.279999999999,102285.8,83441.94
30,73416,18819,14683.2,5336,11225.42,8809.92,112254.2,92218.86
31,51502,10433,10300.4,2758,7499.34,6180.24,74993.4,61313.82
32,73720,9641,14744.0,7371,10547.6,8846.4,105476.0,86082.0
33,77415,19759,15483.0,5121,11777.8,9289.8,117778.0,96710.4
34,72079,8175,14415.8,4411,9908.080000000002,8649.48,99080.8,80523.24
35,57651,6342,11530.2,6573,8209.62,6918.12,82096.2,66968.46
36,70507,18669,14101.4,5527,10880.44,8460.84,108804.4,89463.12
37,73487,18571,14697.4,5278,11203.34,8818.44,112033.4,92011.62
38,33433,16708,6686.6,4365,6119.26,4011.96,61192.6,51061.38
39,33697,17472,6739.400000000001,3410,6131.84,4043.64,61318.4,51142.92
40,47627,15754,9525.4,7658,8056.44,5715.24,80564.4,66792.71999999999
41,56036,15509,11207.2,2512,8526.42,6724.32,85264.2,70013.45999999999
42,52641,6420,10528.2,2735,7232.42,6316.92,72324.2,58774.86
43,74714,17052,14942.8,2367,10907.580000000002,8965.68,109075.8,89202.54000000001
44,51971,16883,10394.2,4859,8410.72,6236.52,84107.2,69459.95999999999
45,47269,6772,9453.8,7011,7050.580000000001,5672.28,70505.8,57782.94
46,48458,8261,9691.6,5684,7209.460000000001,5814.96,72094.6,59070.18000000001
47,61251,15012,12250.2,3070,9158.32,7350.12,91583.2,75074.76000000001
48,34512,9304,6902.400000000001,4104,5482.240000000001,4141.44,54822.4,45198.72
49,76625,16587,15325.0,6006,11454.3,9195.0,114543.0,93893.7
50,39128,9298,7825.6,2497,5874.860000000001,4695.36,58748.6,48178.38
51,42733,9625,8546.6,4533,6543.76,5127.96,65437.6,53765.88
52,64570,13302,12914.0,6382,9716.8,7748.4,97168.0,79702.8
53,52019,13362,10403.8,7798,8358.28,6242.28,83582.8,68982.24
54,69357,15970,13871.4,4387,10358.54,8322.84,103585.4,84904.01999999999
55,79870,11480,15974.0,4810,11213.4,9584.4,112134.0,91336.20000000001
