Employee ID,Basic Salary,Bonus,HRA,TA,TDS,PPF
1,30939,8813,6187.8,6620,5255.9800000000005,3712.68
2,31931,16992,6386.200000000001,2980,5828.92,3831.72
3,31148,15892,6229.6,6621,5989.06,3737.7599999999998
4,79955,6418,15991.0,5342,10770.6,9594.6
5,67606,15046,13521.2,3012,9918.52,8112.719999999999
6,72704,13869,14540.800000000001,3248,10436.18,8724.48
7,38755,19452,7751.0,4415,7037.3,4650.599999999999
8,57181,15492,11436.2,2637,8674.62,6861.719999999999
9,40740,18109,8148.0,6112,7310.900000000001,4888.8
10,51275,18739,10255.0,4946,8521.5,6153.0
11,36641,6663,7328.200000000001,2855,5348.72,4396.92
12,52888,8723,10577.6,7714,7990.260000000001,6346.5599999999995
13,78451,8838,15690.2,2086,10506.52,9414.119999999999
14,57534,13064,11506.800000000001,4115,8621.980000000001,6904.08
15,51926,16275,10385.2,7705,8629.12,6231.12
16,44041,13673,8808.2,4681,7120.32,5284.92
17,70357,11143,14071.400000000001,6003,10157.44,8442.84
18,58976,8830,11795.2,6501,8610.22,7077.12
19,57550,14440,11510.0,2728,8622.800000000001,6906.0
20,77855,17598,15571.0,7728,11875.2,9342.6
21,48194,17205,9638.800000000001,6590,8162.780000000001,5783.28
22,61791,17085,12358.2,3062,9429.62,7414.92
23,67429,12788,13485.800000000001,4283,9798.58,8091.48
24,43669,6522,8733.800000000001,7294,6621.880000000001,5240.28
25,31340,13969,6268.0,5693,5727.0,3760.7999999999997
26,34097,17559,6819.400000000001,2596,6107.14,4091.64
27,45828,11386,9165.6,2685,6906.460000000001,5499.36
28,41756,5496,8351.2,3030,5863.32,5010.72
29,69456,17844,13891.2,3540,10473.12,8334.72
30,37217,15480,7443.400000000001,3027,6316.740000000001,4466.04
31,61600,8315,12320.0,3427,8566.2,7392.0
32,58786,17037,11757.2,2611,9019.12,7054.32
33,59005,7098,11801.0,6797,8470.1,7080.599999999999
34,42121,8097,8424.2,2265,6090.72,5054.5199999999995
35,70101,15963,14020.2,5827,10591.12,8412.119999999999
36,76478,19896,15295.6,3509,11517.86,9177.359999999999
37,61123,15523,12224.6,5295,9416.560000000001,7334.759999999999
38,78755,11064,15751.0,5992,11156.2,9450.6
39,78151,5084,15630.2,2969,10183.42,9378.119999999999
40,39174,17049,7834.8,5802,6985.9800000000005,4700.88
41,51019,17147,10203.800000000001,4709,8307.880000000001,6122.28
42,33226,6345,6645.200000000001,5004,5122.02,3987.12
43,31890,12074,6378.0,5434,5577.6,3826.7999999999997
44,54844,14916,10968.800000000001,6111,8683.980000000001,6581.28
45,75889,7848,15177.800000000001,7197,10611.18,9106.68
46,49476,14410,9895.2,3088,7686.92,5937.12
47,62194,14347,12438.800000000001,4916,9389.58,7463.28
48,61597,5037,12319.400000000001,6498,8545.14,7391.639999999999
49,79621,11186,15924.2,3133,10986.42,9554.52
50,34908,8631,6981.6,5597,5611.76,4188.96
51,61348,14448,12269.6,6089,9415.460000000001,7361.759999999999
52,67013,11473,13402.6,6394,9828.26,8041.5599999999995
53,39038,8184,7807.6,6295,6132.46,4684.5599999999995
